goods,purchases,parking,rental_bag,date
30,106740.0,1,2,2022-11-20
23,,0,0,2023-01-23
2,11360.0,1,0,2022-12-29
2,9190.0,0,0,2022-12-16
26,165720.0,1,2,2022-12-31
21,94010.0,0,0,2023-02-02
25,230280.0,0,2,2023-02-03
2,17490.0,1,0,2023-02-26
18,85020.0,1,2,2023-01-22
19,452770.0,0,2,2023-02-02
29,197630.0,1,2,2023-02-16
30,175100.0,0,2,2023-01-17
7,62290.0,1,1,2023-02-15
10,54210.0,0,0,2022-12-05
8,,0,0,2023-01-04
5,18210.0,0,1,2023-01-18
12,243810.0,1,0,2023-01-03
31,603540.0,0,2,2022-12-22
6,46620.0,1,1,2022-11-01
20,,0,2,2022-11-20
13,52560.0,1,2,2023-01-26
14,123660.0,0,2,2023-01-29
0,0.0,0,2,2022-11-11
18,713830.0,1,2,2022-12-05
28,131040.0,1,2,2023-01-28
27,172630.0,0,2,2022-11-25
29,178430.0,0,0,2022-11-22
20,104330.0,0,2,2023-01-15
12,,1,1,2022-12-10
11,80350.0,0,1,2023-01-05
25,229900.0,1,0,2022-11-18
12,47170.0,1,1,2022-11-12
24,102180.0,0,0,2023-01-25
31,158070.0,1,0,2022-12-28
17,423410.0,0,2,2022-12-04
4,29200.0,0,0,2022-12-17
31,257210.0,1,2,2023-02-25
16,96600.0,0,2,2022-11-26
12,81630.0,1,1,2023-01-28
20,154730.0,1,2,2022-12-07
23,,1,2,2023-02-25
3,29730.0,1,1,2023-02-17
7,40910.0,1,1,2022-11-01
2,9310.0,1,0,2023-02-07
4,28840.0,0,0,2023-01-27
13,46230.0,1,0,2023-01-18
25,115410.0,1,2,2023-01-11
14,65220.0,0,2,2023-01-30
15,,1,0,2022-12-08
5,19700.0,0,0,2023-01-02
15,,0,2,2023-01-30
12,,1,0,2023-02-25
13,85630.0,1,2,2023-02-04
3,9830.0,0,0,2022-12-02
18,68940.0,0,2,2022-12-24
24,162540.0,0,2,2023-02-04
3,26800.0,1,2,2023-01-16
8,499170.0,0,1,2023-01-17
9,,1,1,2022-11-25
18,361670.0,1,2,2023-01-13
27,149430.0,1,2,2023-02-17
5,20210.0,0,0,2022-12-17
22,125610.0,0,2,2022-11-09
23,99190.0,0,0,2022-11-09
15,137160.0,1,2,2023-02-21
30,170490.0,0,2,2022-11-15
21,166620.0,0,2,2022-12-07
3,21790.0,0,1,2022-11-03
25,150960.0,0,2,2023-01-31
6,19200.0,0,1,2023-01-14
29,124850.0,1,0,2022-11-02
5,,0,0,2022-12-03
29,236660.0,1,2,2023-02-03
30,,0,2,2022-12-09
8,56380.0,0,0,2023-01-15
3,,0,2,2022-11-01
5,45910.0,0,0,2023-02-15
21,493260.0,0,2,2023-01-17
18,68430.0,1,2,2022-12-01
14,,1,2,2023-01-16
15,567980.0,1,2,2022-11-20
7,50970.0,0,1,2023-01-01
14,475790.0,1,2,2023-01-14
24,925680.0,1,2,2022-12-05
30,197030.0,1,2,2022-12-02
10,,1,0,2023-02-14
3,28090.0,1,2,2023-02-12
5,,1,1,2023-01-30
14,61070.0,1,2,2022-11-28
10,42470.0,1,1,2023-01-27
31,136920.0,0,2,2023-02-23
11,84080.0,0,1,2022-12-12
6,44810.0,0,1,2022-12-19
1,268890.0,1,0,2023-02-12
7,672390.0,1,0,2022-11-08
3,27380.0,0,0,2023-01-12
26,378190.0,0,2,2023-01-29
25,383750.0,0,2,2022-11-23
31,262740.0,1,2,2022-12-07
26,198660.0,1,2,2022-12-07
28,143660.0,1,0,2022-12-28
18,103080.0,1,2,2023-01-22
10,37790.0,1,0,2023-02-10
29,103850.0,0,2,2022-12-11
10,,0,1,2023-01-18
13,119580.0,1,2,2023-02-27
25,105150.0,1,2,2023-01-22
13,253160.0,0,2,2022-11-13
3,453410.0,1,0,2023-01-06
2,335590.0,0,2,2023-02-18
16,71410.0,1,2,2022-12-09
18,123830.0,0,2,2022-11-09
26,,1,2,2023-01-09
3,20400.0,0,0,2023-02-03
30,139140.0,1,2,2022-11-01
24,209130.0,0,2,2023-01-12
21,128580.0,1,0,2023-01-19
17,111590.0,0,2,2023-02-22
7,37120.0,1,0,2022-12-06
3,,1,0,2022-12-01
31,164450.0,0,0,2023-02-17
0,,0,0,2022-12-25
26,156030.0,0,2,2022-12-15
8,29770.0,1,1,2022-11-17
29,,0,2,2023-02-09
12,,0,1,2023-02-19
27,,1,2,2022-12-28
20,71210.0,0,2,2022-11-22
9,48420.0,0,1,2022-11-01
5,,0,0,2022-12-04
25,,0,2,2023-01-28
21,148870.0,0,2,2022-12-24
15,,0,2,2023-01-22
24,,0,2,2022-12-28
3,493920.0,1,0,2023-01-11
18,66710.0,0,2,2023-01-05
29,100830.0,1,2,2022-12-23
23,125550.0,1,0,2022-12-01
7,,0,1,2022-12-10
24,80260.0,0,2,2022-12-09
21,,1,2,2022-12-01
15,103400.0,1,0,2023-01-11
23,77760.0,0,2,2023-01-14
6,52210.0,0,0,2022-11-17
12,106230.0,1,1,2022-11-23
31,237780.0,1,2,2022-11-21
30,338290.0,1,0,2022-11-19
20,100890.0,0,2,2022-11-30
6,49310.0,0,0,2022-11-18
16,85910.0,1,2,2022-11-27
9,143020.0,1,1,2022-12-26
19,133640.0,0,2,2023-01-26
28,,0,2,2023-02-14
7,35530.0,0,0,2022-11-21
0,0.0,1,0,2023-01-21
24,178430.0,0,2,2023-02-23
1,6890.0,0,0,2022-11-19
8,59690.0,0,1,2022-11-29
9,41280.0,0,1,2023-01-04
21,152400.0,0,2,2022-11-15
31,281090.0,1,0,2023-02-28
11,42430.0,0,0,2023-01-17
30,146520.0,0,2,2023-01-16
8,26410.0,1,1,2022-12-30
7,38420.0,0,1,2022-11-20
22,131070.0,0,2,2023-01-02
14,51800.0,1,2,2022-11-24
14,73570.0,0,2,2022-11-10
5,,0,1,2023-01-07
9,69440.0,0,1,2022-11-10
24,123450.0,0,2,2022-12-09
16,100130.0,0,2,2022-11-25
16,89440.0,0,2,2023-02-17
15,113660.0,1,2,2022-12-21
27,161940.0,0,0,2023-01-05
7,35840.0,0,1,2022-11-13
20,131410.0,1,2,2022-11-15
0,,1,2,2022-11-15
6,,0,0,2022-12-25
28,241990.0,1,2,2023-01-01
4,28890.0,1,2,2022-11-25
3,14290.0,0,2,2022-11-03
24,105630.0,0,0,2022-11-30
1,6910.0,1,2,2023-02-01
15,139000.0,1,2,2023-02-16
17,109480.0,0,2,2022-12-12
18,66940.0,0,2,2023-02-02
20,715730.0,1,2,2022-12-20
13,102190.0,1,0,2022-11-06
14,84520.0,0,2,2023-02-03
31,,0,2,2023-01-14
5,284970.0,0,1,2023-02-26
3,16160.0,1,0,2023-01-18
21,,1,2,2023-01-12
8,27360.0,0,0,2022-11-20
8,44610.0,0,1,2022-12-17
23,,0,2,2023-01-02
21,71900.0,0,2,2023-01-23
26,169960.0,0,2,2023-02-18
18,119670.0,1,2,2022-11-30
5,22020.0,0,0,2023-01-30
14,51950.0,1,2,2023-01-27
1,122540.0,1,0,2022-12-06
23,115780.0,1,2,2022-11-20
7,944330.0,1,1,2022-11-29
8,54640.0,0,0,2023-02-07
14,58060.0,0,0,2022-11-25
12,68050.0,0,1,2022-12-14
13,,0,2,2022-11-28
15,52830.0,1,2,2022-11-21
23,679730.0,0,2,2023-01-23
12,,1,1,2022-12-18
7,,0,1,2022-12-24
20,897760.0,1,0,2023-01-18
11,39330.0,0,0,2022-11-26
8,37850.0,0,0,2022-12-06
12,94420.0,1,1,2022-12-23
29,187020.0,1,2,2022-11-13
10,66100.0,1,1,2023-02-03
19,82730.0,1,2,2023-01-31
13,114680.0,1,2,2023-02-04
27,,1,2,2022-11-07
14,56800.0,1,2,2022-11-17
18,169340.0,0,2,2022-12-15
17,112190.0,1,2,2023-02-11
11,86490.0,0,0,2023-01-06
31,162010.0,0,2,2022-12-16
14,65980.0,1,2,2022-11-11
23,203220.0,0,2,2022-12-22
19,148700.0,0,0,2023-01-08
28,123620.0,0,2,2022-12-26
17,91150.0,0,0,2023-01-09
18,755500.0,1,2,2023-02-08
10,,1,1,2022-11-06
23,715060.0,0,0,2022-12-15
22,117340.0,0,2,2023-01-25
0,0.0,1,1,2023-02-16
29,245710.0,0,2,2022-11-23
27,,0,2,2022-12-27
3,11620.0,1,2,2022-12-06
17,,1,2,2023-01-29
14,110700.0,1,2,2022-12-17
10,57120.0,1,0,2022-11-15
17,138060.0,1,2,2022-12-05
24,121310.0,1,2,2022-11-25
16,,0,2,2023-01-28
3,16590.0,1,2,2022-12-20
27,129210.0,1,2,2023-01-11
26,136530.0,1,2,2022-12-14
19,84030.0,1,2,2023-02-06
19,157570.0,0,0,2023-01-23
2,8130.0,1,2,2022-11-25
16,,1,2,2022-12-26
30,245960.0,0,2,2022-11-20
10,,0,1,2022-11-16
14,,1,0,2023-02-18
0,0.0,0,0,2023-01-11
7,28020.0,0,1,2023-02-19
30,176960.0,0,0,2023-02-18
11,744600.0,0,1,2022-11-22
1,3750.0,0,0,2023-02-09
18,166610.0,0,2,2022-11-23
22,119120.0,0,2,2022-11-22
14,,0,2,2022-11-20
9,79990.0,1,1,2023-02-23
4,367910.0,0,1,2023-02-03
18,133590.0,0,2,2022-12-24
25,212720.0,0,2,2022-12-09
4,15050.0,0,2,2022-12-07
16,61920.0,1,2,2022-11-20
19,515150.0,1,2,2023-02-20
19,,1,2,2022-11-09
11,,0,1,2022-11-19
4,29450.0,1,0,2022-11-18
9,36700.0,0,1,2023-02-16
5,227320.0,0,1,2022-12-14
16,,0,2,2022-11-17
3,11210.0,0,0,2022-11-02
12,,1,0,2022-11-23
24,93850.0,0,0,2023-02-03
9,487640.0,1,0,2022-12-27
26,365610.0,1,2,2023-02-07
12,119030.0,0,1,2022-11-07
21,101510.0,1,2,2022-11-02
3,15090.0,1,2,2022-12-01
27,,0,0,2023-02-08
15,63200.0,1,0,2023-02-09
19,184800.0,1,0,2022-11-01
18,62410.0,0,0,2022-11-06
17,140560.0,1,2,2022-12-05
19,119410.0,1,2,2023-01-31
23,891920.0,0,2,2022-11-02
11,104560.0,0,1,2022-12-16
28,,0,2,2023-02-11
7,,1,1,2023-01-13
1,3870.0,0,2,2022-11-04
4,,0,1,2022-11-11
21,99150.0,1,0,2023-01-27
12,107510.0,1,1,2023-02-12
27,138800.0,0,2,2022-12-11
14,80280.0,0,2,2023-01-16
22,151650.0,0,0,2023-02-16
28,508650.0,0,2,2022-12-31
15,,1,2,2022-11-12
2,15870.0,1,0,2023-01-12
5,,0,0,2022-11-03
11,69660.0,0,0,2023-02-17
25,,0,2,2022-12-12
14,536110.0,0,2,2023-01-18
28,,0,2,2022-11-19
3,17350.0,0,1,2022-11-26
31,125620.0,1,2,2023-01-08
16,145120.0,0,0,2023-01-29
28,232390.0,0,0,2022-12-11
30,144040.0,1,2,2022-11-12
5,40870.0,0,0,2023-02-11
5,28150.0,0,1,2023-01-29
26,155240.0,0,2,2022-11-16
17,,1,2,2023-02-24
13,,1,2,2023-02-19
3,20300.0,0,0,2023-01-27
6,45670.0,0,1,2022-11-07
17,,1,2,2022-11-16
24,203070.0,1,2,2022-12-19
14,,1,2,2022-12-10
24,221160.0,1,2,2023-01-12
15,109130.0,0,2,2023-01-31
18,106570.0,0,0,2022-11-07
22,170790.0,0,2,2022-12-21
10,,1,1,2023-01-09
10,,0,0,2023-01-30
20,181110.0,0,2,2022-12-31
21,,1,2,2023-01-24
21,95770.0,0,2,2022-11-29
11,37140.0,1,1,2022-11-21
26,125270.0,1,0,2022-11-13
26,,1,2,2022-11-09
4,23090.0,0,1,2022-11-09
14,96690.0,0,2,2022-11-08
11,,1,1,2023-02-22
24,,0,2,2023-01-09
0,0.0,0,0,2023-02-06
26,90550.0,1,2,2022-12-14
11,,1,1,2022-11-17
20,81260.0,1,2,2023-02-19
31,124780.0,0,2,2022-11-27
23,130770.0,0,2,2023-01-26
9,76780.0,0,0,2022-11-26
1,5950.0,0,0,2022-11-09
15,67180.0,0,2,2022-12-22
30,160960.0,1,2,2022-12-05
0,442520.0,0,1,2023-01-18
22,81980.0,1,0,2022-11-21
19,,0,2,2023-01-22
25,193620.0,1,2,2022-11-24
28,24960.0,0,2,2022-12-11
29,172680.0,0,0,2022-11-20
18,365520.0,1,2,2023-01-27
23,302640.0,1,2,2022-11-24
15,278870.0,0,2,2022-12-10
20,183870.0,0,2,2022-12-16
2,398720.0,1,0,2023-02-06
21,77180.0,0,2,2022-11-25
15,126670.0,0,2,2022-12-06
19,92280.0,0,2,2022-12-16
7,49020.0,1,0,2023-01-30
31,,0,2,2022-11-08
12,66120.0,1,1,2023-02-23
6,45000.0,1,1,2022-12-01
0,0.0,1,1,2022-11-01
31,234710.0,1,2,2023-01-19
1,6280.0,0,1,2023-01-06
8,29420.0,0,0,2023-02-19
23,79490.0,0,2,2023-01-18
7,27750.0,1,1,2023-02-11
30,202490.0,0,2,2022-12-17
10,140720.0,1,1,2023-02-24
11,47500.0,1,0,2023-02-17
17,142360.0,1,2,2022-11-22
7,42540.0,0,0,2022-12-30
31,250760.0,0,2,2022-12-22
23,,0,2,2023-02-20
21,142910.0,0,2,2022-12-01
20,,1,2,2022-12-10
3,21530.0,1,1,2022-12-03
28,217490.0,1,2,2022-11-02
6,,0,0,2022-11-08
15,127780.0,1,2,2023-02-25
0,0.0,0,0,2022-12-15
13,99250.0,1,2,2023-02-13
6,,1,1,2022-11-28
10,551890.0,0,1,2023-01-15
28,188940.0,1,2,2022-12-13
12,114630.0,0,1,2022-11-16
14,210980.0,0,2,2022-12-29
26,185730.0,0,2,2022-11-18
29,,1,2,2023-02-25
31,,0,2,2023-02-17
13,73830.0,1,0,2023-02-20
25,665720.0,0,0,2023-02-18
18,199540.0,0,2,2023-01-08
5,29880.0,1,1,2022-12-15
8,56980.0,1,1,2022-11-03
7,34680.0,0,0,2023-01-29
12,78760.0,1,1,2022-11-06
4,20570.0,1,2,2022-12-05
9,36160.0,1,0,2022-11-08
5,17360.0,0,1,2022-11-20
0,0.0,1,0,2022-12-29
23,413450.0,0,0,2022-11-14
15,121490.0,1,0,2022-12-04
17,130470.0,1,0,2023-02-04
30,119690.0,1,2,2022-11-19
25,486710.0,1,2,2023-01-12
3,23700.0,1,0,2023-01-23
29,139090.0,1,2,2023-01-18
2,9610.0,0,0,2023-01-29
30,124660.0,0,2,2023-02-10
31,224140.0,0,2,2022-11-28
12,1181550.0,1,0,2023-01-28
27,99970.0,1,2,2023-02-19
26,,1,0,2023-02-26
0,0.0,1,0,2022-12-28
16,75140.0,0,2,2023-01-20
25,216880.0,0,2,2023-01-29
7,59650.0,0,0,2023-02-08
25,213960.0,0,2,2022-12-24
2,8700.0,0,0,2023-01-07
5,46790.0,0,1,2023-02-19
12,98610.0,1,0,2023-02-07
21,133980.0,1,0,2023-02-18
1,6180.0,1,0,2022-12-28
3,25860.0,1,0,2022-12-28
13,,1,2,2023-01-10
21,,1,2,2022-12-30
14,,1,2,2022-12-11
3,387570.0,0,2,2022-12-27
16,,0,2,2023-01-17
19,,1,2,2022-12-25
12,69520.0,1,1,2022-12-15
12,94120.0,0,0,2023-01-25
9,44450.0,1,1,2023-01-08
30,,1,2,2023-02-14
5,19020.0,0,0,2023-01-22
0,0.0,1,1,2023-02-14
21,,1,2,2023-02-22
28,220050.0,1,0,2022-11-21
25,,1,2,2022-12-16
18,148590.0,0,2,2022-12-02
3,21950.0,0,0,2023-01-09
30,108970.0,1,2,2023-01-15
8,29640.0,0,1,2022-12-01
3,23570.0,1,1,2023-02-12
25,142740.0,1,2,2022-11-05
4,468190.0,1,1,2022-11-30
16,81840.0,1,2,2023-02-24
18,,0,0,2022-12-04
5,,0,0,2022-11-01
18,85440.0,0,2,2023-02-05
21,151610.0,1,0,2022-12-17
31,284570.0,1,2,2023-01-10
5,,1,1,2022-12-03
1,5620.0,0,0,2022-11-26
20,,0,2,2022-11-11
30,159630.0,0,2,2022-12-26
20,,1,2,2022-11-15
4,29650.0,0,0,2023-02-01
0,0.0,0,0,2022-11-05
23,,0,0,2023-02-12
8,53460.0,1,0,2022-11-21
31,143090.0,1,0,2023-01-17
28,224280.0,1,2,2022-11-01
11,91160.0,1,0,2023-02-11
29,248620.0,0,0,2023-01-11
8,49030.0,0,1,2022-11-18
2,18610.0,1,0,2022-11-07
15,68510.0,0,0,2022-12-13
13,51450.0,0,2,2022-12-18
15,291620.0,1,2,2023-02-17
27,217770.0,1,2,2023-01-13
25,127720.0,0,2,2022-11-06
15,99680.0,1,0,2023-02-28
1,9020.0,0,0,2022-11-25
0,,0,0,2023-01-14
14,89700.0,1,2,2023-01-24
27,130220.0,1,2,2023-01-24
10,382840.0,1,0,2023-01-28
24,690260.0,1,2,2023-01-28
10,42610.0,0,0,2022-12-02
7,30240.0,0,1,2023-01-23
19,169260.0,1,0,2022-12-04
4,18620.0,1,0,2023-01-08
2,11140.0,1,1,2023-02-07
17,,1,0,2022-11-03
14,,1,2,2022-12-09
9,44220.0,0,1,2023-01-21
16,,0,0,2022-12-24
12,390690.0,1,1,2022-11-10
11,52490.0,1,1,2023-01-05
28,205120.0,0,2,2023-01-07
28,325680.0,0,2,2023-02-11
23,172860.0,0,2,2023-02-02
24,208930.0,0,2,2022-11-04
29,842910.0,1,0,2023-02-14
26,91190.0,1,2,2022-11-17
12,61530.0,0,1,2022-11-08
22,473740.0,1,2,2022-12-19
21,277300.0,1,2,2022-11-25
11,,0,0,2022-11-25
31,486860.0,0,2,2022-11-09
24,,0,2,2022-11-09
23,124960.0,1,2,2023-02-21
1,750760.0,0,0,2022-12-09
3,21590.0,0,1,2023-02-19
15,81780.0,0,0,2022-11-13
11,46930.0,0,1,2023-02-07
0,0.0,1,2,2023-02-01
29,226590.0,1,2,2023-01-17
14,87280.0,1,2,2022-12-09
17,60730.0,0,2,2023-02-13
6,37280.0,0,1,2022-12-13
0,0.0,0,0,2022-11-30
4,21060.0,0,0,2022-11-08
26,137120.0,1,2,2023-01-14
11,,0,0,2022-11-04
0,0.0,1,1,2022-11-09
18,100580.0,1,2,2022-12-01
4,568100.0,0,0,2023-02-26
12,,0,1,2022-11-15
20,88250.0,0,2,2023-01-25
11,91520.0,0,0,2023-02-13
4,20860.0,1,2,2023-01-26
17,151120.0,1,2,2022-11-23
16,122130.0,0,2,2023-01-05
20,672880.0,0,2,2023-01-29
7,474660.0,1,1,2023-01-06
11,74680.0,1,0,2023-01-05
9,280550.0,1,1,2023-02-15
24,218470.0,1,2,2023-02-15
18,117120.0,0,2,2022-12-05
15,113230.0,1,2,2022-12-13
22,199150.0,0,0,2022-11-02
2,10710.0,1,1,2023-02-03
7,65200.0,1,1,2022-12-31
20,74690.0,1,0,2023-02-25
26,,0,2,2023-02-09
29,240750.0,1,2,2022-12-02
14,101740.0,0,2,2022-11-10
8,35240.0,0,1,2023-01-01
31,172490.0,0,2,2022-11-28
28,199290.0,1,2,2022-12-11
16,133990.0,0,0,2023-02-04
15,83280.0,1,2,2023-01-01
22,92130.0,1,2,2022-12-02
15,109750.0,1,2,2023-02-25
10,60180.0,0,1,2023-01-04
19,129520.0,1,2,2022-11-06
17,66070.0,1,0,2022-11-12
8,,0,1,2022-12-16
4,13980.0,0,2,2022-12-29
27,,0,2,2022-12-27
17,77120.0,1,2,2023-01-10
29,266080.0,1,2,2023-01-03
27,205020.0,1,0,2022-12-22
19,,0,0,2023-02-17
10,32250.0,0,0,2022-12-05
13,,0,2,2023-01-23
0,270450.0,1,0,2023-01-28
3,11450.0,0,0,2023-01-17
0,514910.0,0,0,2023-01-22
23,101090.0,1,2,2022-11-18
30,,0,0,2023-01-27
7,48420.0,1,1,2023-02-28
6,,0,1,2022-11-20
21,172000.0,1,2,2023-02-22
25,318070.0,0,2,2023-01-26
24,,1,0,2022-12-11
3,14330.0,0,0,2023-01-03
19,234820.0,1,0,2023-01-31
10,75610.0,1,1,2022-11-22
31,,1,2,2023-01-18
12,95950.0,0,1,2022-11-04
29,228230.0,0,2,2023-02-18
10,85160.0,0,1,2023-01-29
25,169250.0,1,0,2022-11-01
8,30000.0,0,0,2022-12-17
13,48630.0,1,2,2022-11-10
19,,1,2,2023-02-04
29,118770.0,0,0,2023-01-11
1,6350.0,0,0,2022-12-30
17,59690.0,0,2,2023-01-02
22,,1,2,2022-11-27
19,,1,2,2023-01-19
5,20580.0,1,1,2023-01-09
10,68110.0,0,1,2022-12-08
11,37030.0,0,1,2023-01-15
7,42930.0,1,0,2023-01-04
9,109650.0,0,1,2023-01-09
18,142470.0,0,2,2022-12-18
25,467490.0,0,2,2022-11-21
23,191610.0,1,2,2022-11-24
1,139420.0,1,0,2023-01-30
5,26640.0,0,1,2022-11-21
31,,1,2,2022-11-11
2,18460.0,1,0,2022-12-31
19,,1,2,2022-11-24
16,72840.0,1,2,2023-01-23
13,89640.0,0,2,2022-11-11
21,641150.0,1,2,2023-01-07
15,133770.0,0,2,2022-11-03
20,178860.0,1,2,2022-12-02
2,218620.0,0,1,2022-11-18
3,10980.0,1,1,2023-02-11
15,111010.0,1,0,2022-11-20
13,387060.0,1,2,2022-12-28
18,119380.0,1,2,2022-11-16
26,210040.0,1,2,2023-01-02
26,122220.0,0,0,2023-02-05
21,99470.0,1,2,2022-11-29
2,7980.0,1,2,2022-11-29
3,13080.0,0,0,2022-12-14
16,82380.0,0,0,2022-11-08
29,192040.0,0,0,2023-01-31
28,122440.0,1,2,2023-01-30
20,120010.0,0,2,2023-02-05
12,62580.0,0,1,2022-12-02
5,21430.0,0,0,2022-11-22
3,21190.0,0,1,2023-02-27
15,81980.0,1,2,2022-12-04
3,25730.0,0,1,2023-01-01
11,87880.0,1,1,2022-11-23
29,,0,2,2022-12-29
6,575790.0,0,1,2022-11-06
22,179820.0,1,2,2022-12-29
0,0.0,0,2,2022-11-28
18,87150.0,1,2,2022-12-02
10,478930.0,0,1,2022-12-27
10,75620.0,0,0,2022-12-12
19,624080.0,0,2,2023-02-23
18,114400.0,0,2,2023-01-20
30,,1,2,2023-02-24
8,,0,0,2022-12-15
23,155550.0,1,2,2023-02-15
26,119550.0,0,2,2022-12-24
12,67860.0,1,0,2023-02-11
6,43200.0,1,0,2023-02-02
6,28570.0,0,0,2023-01-22
1,,0,1,2022-12-01
13,,0,0,2023-01-03
25,94970.0,0,2,2023-01-30
26,188880.0,0,2,2023-02-17
11,,0,1,2023-01-25
3,21160.0,1,0,2023-01-21
30,243550.0,0,2,2022-12-24
12,168050.0,0,1,2023-02-25
11,,0,0,2022-11-03
27,245710.0,1,2,2023-02-15
12,62960.0,0,1,2022-12-16
17,111930.0,0,0,2023-02-07
12,108100.0,0,1,2022-11-09
14,128780.0,1,2,2022-11-03
4,32230.0,0,1,2023-01-09
11,93530.0,0,1,2022-11-04
15,75720.0,1,2,2022-12-29
9,57950.0,1,1,2022-12-02
24,217060.0,0,2,2023-02-04
26,556480.0,1,2,2022-11-16
23,157580.0,0,2,2022-11-29
22,160920.0,1,2,2022-12-29
29,244250.0,1,2,2022-11-13
1,,0,1,2023-01-21
21,63880.0,0,2,2022-11-23
30,208240.0,0,0,2023-02-21
19,,0,2,2022-11-16
9,,0,0,2023-02-12
4,28180.0,0,0,2023-01-31
21,184450.0,1,2,2022-11-11
6,40130.0,0,1,2023-01-17
25,166050.0,0,2,2022-11-09
3,15560.0,1,1,2023-01-13
24,125410.0,0,0,2023-01-07
18,158830.0,1,2,2023-02-13
24,172710.0,1,2,2023-01-24
24,115420.0,1,0,2022-12-29
23,127630.0,0,2,2022-12-29
28,223170.0,0,2,2022-11-21
12,65730.0,1,1,2023-01-31
2,,1,2,2022-12-24
9,67600.0,0,1,2023-01-26
18,72510.0,0,2,2022-12-28
8,58820.0,1,0,2023-02-13
12,,1,0,2022-12-29
15,127340.0,0,0,2022-11-13
21,178820.0,1,2,2022-12-25
28,148720.0,0,2,2023-02-27
7,28040.0,1,1,2022-12-23
24,121950.0,0,2,2022-11-09
1,7960.0,0,2,2022-12-29
17,140690.0,0,2,2023-02-05
21,,1,0,2022-11-12
29,183170.0,0,2,2022-12-14
22,187050.0,0,2,2023-02-13
3,14200.0,0,1,2022-12-02
8,295510.0,0,1,2023-01-04
28,142800.0,1,2,2023-02-03
17,,1,2,2023-01-31
30,154330.0,1,2,2022-12-17
6,54350.0,0,0,2022-11-07
9,,0,1,2022-11-09
3,,1,1,2023-02-08
18,115080.0,0,2,2022-12-27
7,45230.0,0,1,2022-12-05
12,97510.0,1,1,2022-11-29
20,173090.0,0,2,2023-01-16
14,102250.0,1,2,2022-11-23
14,83720.0,0,2,2022-12-08
12,524480.0,0,1,2023-01-12
29,15870.0,0,2,2022-11-09
28,247310.0,1,2,2023-02-07
9,41340.0,0,1,2023-01-02
7,33940.0,0,1,2022-12-16
27,185960.0,1,2,2022-11-29
23,165750.0,0,2,2023-02-22
9,75360.0,0,1,2022-11-28
25,,1,2,2022-12-15
14,,1,2,2023-02-26
12,97020.0,0,1,2023-01-05
6,49500.0,1,1,2023-01-16
6,,1,1,2023-02-21
10,69630.0,0,1,2022-11-24
15,501850.0,1,2,2022-11-21
9,42580.0,0,1,2023-02-11
5,30490.0,1,1,2022-12-02
8,,1,1,2022-12-30
28,145620.0,1,2,2022-12-05
13,111140.0,1,0,2023-01-11
18,128700.0,0,0,2022-12-09
11,,0,0,2023-01-27
23,280740.0,0,2,2023-01-24
16,,1,0,2022-12-31
4,,0,1,2022-12-16
17,113140.0,1,2,2022-11-11
25,129100.0,0,0,2022-12-06
5,564690.0,0,1,2023-01-17
9,,1,1,2023-02-17
2,11410.0,1,0,2022-11-10
12,,0,1,2023-02-01
9,73660.0,1,1,2023-02-21
26,126490.0,0,2,2022-12-27
14,72910.0,1,2,2022-12-11
10,98290.0,0,0,2023-01-14
17,54860.0,1,2,2022-12-15
7,46490.0,1,1,2023-01-30
6,,0,1,2023-02-28
28,113150.0,1,2,2022-11-18
3,17150.0,1,1,2022-11-11
31,139250.0,0,2,2022-11-27
11,110550.0,1,0,2023-02-12
10,,0,0,2023-02-24
23,628400.0,1,2,2022-12-29
18,517450.0,1,2,2023-02-20
11,121460.0,1,1,2023-02-05
24,161120.0,0,2,2022-12-29
20,312580.0,1,2,2022-12-08
17,112930.0,1,2,2023-01-27
11,60240.0,1,1,2022-12-29
27,218740.0,0,2,2022-12-09
11,,1,1,2023-01-15
9,,0,1,2023-02-15
4,32230.0,1,0,2023-01-19
17,147800.0,0,0,2022-11-26
20,19870.0,0,0,2022-11-15
31,46080.0,0,2,2022-12-13
20,713910.0,0,2,2023-01-07
23,160240.0,0,2,2023-01-18
14,88280.0,1,2,2023-02-19
13,97550.0,0,0,2023-01-13
29,222670.0,1,0,2022-11-05
29,250290.0,1,2,2023-01-11
12,75200.0,0,1,2023-01-29
14,126180.0,0,2,2023-02-18
6,29840.0,1,0,2022-11-10
21,124260.0,0,2,2023-02-02
28,187260.0,1,0,2023-02-10
0,0.0,0,1,2023-02-24
15,127800.0,0,0,2022-11-02
29,433390.0,0,2,2023-02-06
2,13820.0,0,2,2022-11-23
2,9060.0,1,0,2023-02-22
22,202170.0,0,0,2022-11-10
26,624760.0,0,2,2022-11-08
1,7010.0,1,0,2023-02-22
13,101200.0,1,2,2023-01-21
8,46660.0,0,1,2022-11-19
26,194720.0,0,2,2023-02-28
19,100300.0,1,2,2022-12-07
26,200420.0,0,2,2022-12-22
20,559420.0,1,0,2023-01-09
21,88120.0,0,2,2023-01-14
19,,0,2,2022-11-01
10,72410.0,1,1,2022-12-25
24,350510.0,0,0,2022-12-27
31,,0,2,2022-11-07
4,29840.0,0,2,2023-01-20
2,12570.0,1,0,2023-01-04
21,166290.0,1,0,2023-01-09
0,0.0,0,2,2023-01-01
2,189430.0,1,1,2023-02-20
23,147760.0,0,0,2022-12-27
26,325120.0,0,2,2022-12-09
