ids,ages,orders,purchases,bookmarks,replies,ratings,period
5750,24,12,407483.0,7,8,8,4
25928,31,56,299998.0,3,16,55,15
40802,21,25,945713.0,10,35,64,37
44756,18,50,2842340.0,8,11,27,24
23181,39,49,437102.0,9,3,11,13
3954,24,36,138845.0,4,34,99,3
56498,30,83,2833549.0,1,18,50,30
38626,22,50,1907051.0,8,14,50,21
14140,27,96,6297981.0,3,25,72,8
15197,42,66,2985190.0,7,19,19,9
67084,50,12,1819396.0,12,28,64,36
13265,23,7,232525.0,12,34,58,8
39926,52,32,1964952.0,5,32,102,22
44364,37,62,1703263.0,10,26,54,24
75314,31,86,2806763.0,12,37,45,40
72072,27,25,637946.0,0,24,32,39
8448,28,72,1023280.0,4,14,55,5
61331,23,22,839848.0,0,28,84,33
16084,43,69,3893743.0,6,10,21,9
22519,19,85,6838816.0,12,24,90,13
11778,39,25,2841489.0,11,30,73,7
43804,40,16,210988.0,11,36,39,24
58159,19,95,1409031.0,2,2,90,10
32095,20,41,977126.0,0,20,75,18
28064,31,40,1521562.0,7,29,52,16
58121,22,27,300000.0,7,18,68,31
21817,38,7,519330.0,2,6,6,12
66277,18,46,6194842.0,11,21,56,6
4035,33,76,300000.0,10,25,95,3
31096,36,74,2983870.0,11,13,51,17
19176,29,90,396467.0,0,1,3,11
32442,33,25,316653.0,12,1,1,18
11938,40,65,6087245.0,4,7,7,7
38246,39,97,5610788.0,2,16,51,21
32478,19,82,569164.0,10,31,86,18
47832,39,68,4680331.0,6,31,98,26
26643,33,88,,6,39,77,15
64630,47,67,2558325.0,7,33,0,35
26837,26,34,2517754.0,8,34,42,15
31116,28,80,9004558.0,4,15,51,17
35424,33,1,98846.0,12,37,0,19
57464,33,24,1688105.0,10,25,92,30
59708,34,13,1677883.0,1,23,0,32
56146,45,32,1292652.0,10,34,66,30
9793,35,35,2704940.0,8,28,119,6
120,35,94,10637150.0,10,22,37,1
74985,26,17,1526536.0,3,12,40,40
37020,19,22,565913.0,2,38,63,20
20927,33,44,3962972.0,1,32,68,12
4289,40,55,5927594.0,6,4,6,3
40717,44,53,4833299.0,6,11,23,22
27003,25,64,2391987.0,11,37,32,15
3781,33,62,65588.0,9,12,47,3
34166,30,64,194241.0,1,14,34,19
73435,47,79,2870453.0,11,38,45,39
67330,35,79,5075934.0,1,24,53,36
63902,20,40,2824383.0,0,26,101,34
20642,36,54,300000.0,1,17,66,12
6123,39,11,349428.0,9,33,96,4
34047,49,16,1656611.0,0,10,25,14
17246,36,83,2718551.0,5,3,5,10
59530,34,17,1666796.0,1,28,82,32
28575,31,81,210119.0,10,8,31,16
11275,29,86,8520158.0,0,18,52,7
1960,23,55,356366.0,0,18,31,2
75626,25,14,,1,14,19,40
73487,45,59,2108324.0,1,9,10,39
37432,41,92,7601247.0,12,10,33,20
13558,46,37,1715920.0,12,23,79,8
23826,26,84,5536346.0,9,13,41,13
7224,44,64,5115275.0,2,33,51,4
13922,25,87,5313900.0,8,4,14,8
15128,35,58,299998.0,11,11,41,9
10733,34,95,2303033.0,5,4,11,6
22620,19,77,3767898.0,6,20,69,13
23022,33,19,191671.0,11,36,131,13
57119,30,93,8267959.0,2,19,61,31
24492,37,6,201120.0,8,12,15,14
14302,45,89,3362429.0,11,28,102,1
37135,24,41,2767787.0,5,39,154,20
18194,30,53,1067160.0,0,32,60,10
19117,52,77,673500.0,7,29,86,11
42353,36,34,2650051.0,1,22,80,23
43714,23,76,12394655.0,10,11,23,24
12071,23,83,3079997.0,10,4,12,7
6256,40,56,5308667.0,12,18,21,4
12573,32,47,1578358.0,9,35,0,7
17912,32,20,1934140.0,5,11,0,10
35332,20,55,4788221.0,5,30,86,19
36951,43,61,329542.0,10,26,83,20
35655,29,31,575112.0,1,8,12,8
51726,25,1,85052.0,0,2,5,28
56514,34,53,1297959.0,11,30,55,30
6768,44,80,3499944.0,7,38,112,4
24500,18,6,48594.0,4,17,62,14
55569,41,14,244847.0,8,4,7,3
68393,49,64,6144472.0,0,27,52,37
54887,31,21,1026527.0,7,28,63,30
49427,19,44,3270355.0,12,33,61,27
4317,53,35,299997.0,8,31,100,3
6184,43,42,299998.0,9,36,122,4
47429,24,68,2113797.0,11,15,38,26
64344,38,80,7780002.0,8,22,0,35
71443,23,53,4957140.0,8,9,25,38
67176,39,92,5736609.0,10,22,67,36
45489,37,83,5842339.0,3,16,61,25
36162,28,20,300000.0,2,17,24,20
72122,37,2,173559.0,11,26,0,39
33261,20,15,90396.0,1,37,143,18
51363,23,46,2014817.0,11,27,60,28
10872,44,24,2137856.0,7,2,2,32
17901,38,22,1567665.0,8,6,17,10
41017,29,92,117782.0,6,19,62,22
67882,44,94,9017077.0,1,2,6,36
6847,31,39,1712135.0,9,37,78,4
65375,40,49,3276897.0,5,12,38,35
25653,33,62,6127183.0,3,0,0,14
19941,43,76,9255373.0,9,15,56,11
59664,44,6,665763.0,1,13,41,32
12221,32,66,4366445.0,5,25,32,7
17130,37,69,110971.0,8,29,108,10
24454,35,64,10718077.0,0,37,61,14
7784,41,75,2965814.0,1,32,101,38
32587,30,37,3395017.0,3,13,26,18
7014,32,32,1784741.0,6,36,94,4
65545,37,35,1723223.0,9,27,106,35
27617,43,38,2227330.0,4,32,114,15
71458,29,30,1340657.0,8,20,54,38
58388,24,2,190198.0,11,34,36,31
2349,35,80,6793073.0,4,33,54,2
55117,24,46,2796869.0,3,17,29,30
53772,23,77,2814184.0,5,37,38,29
4531,30,19,344647.0,4,39,139,3
26035,35,69,6531749.0,10,17,41,15
28269,36,30,302590.0,7,23,46,16
12351,30,90,3664663.0,6,7,26,7
29527,25,76,4142812.0,11,2,2,16
17996,40,34,1030860.0,4,16,61,10
50897,42,63,5019454.0,9,2,3,28
20342,30,8,634956.0,11,8,24,11
22822,42,51,4085182.0,2,20,50,13
41635,39,3,224116.0,3,6,11,23
62997,32,88,11079232.0,5,38,65,34
46440,44,33,2048774.0,0,11,43,25
71127,34,81,1863333.0,4,17,63,38
206,22,2,84739.0,3,14,32,1
55331,32,70,5356579.0,3,28,83,30
23448,42,24,572864.0,12,4,14,13
5133,44,84,3500290.0,3,35,113,3
74245,33,32,362406.0,3,24,76,40
14181,45,77,300001.0,12,11,43,8
55908,40,94,300000.0,11,28,30,30
63505,31,37,2011897.0,1,32,86,30
52678,23,58,3919256.0,3,22,82,29
40326,28,70,4543660.0,6,7,14,22
16456,35,40,618950.0,2,31,116,9
73233,32,76,299999.0,4,33,35,39
48211,27,42,1710340.0,9,5,6,26
10076,41,45,4868670.0,5,36,141,6
4875,33,51,8159328.0,6,23,48,3
12,30,83,2911112.0,11,23,31,1
29752,39,85,299999.0,12,29,50,16
69811,44,60,3630840.0,4,39,147,37
43977,26,66,3939078.0,4,21,56,24
48310,43,32,543699.0,5,23,63,26
46297,19,60,4976400.0,1,35,117,25
143,22,64,2765933.0,12,25,47,12
11123,37,57,2033653.0,1,35,131,7
7700,31,22,1910676.0,6,11,0,5
23565,42,23,1891809.0,4,13,48,11
12315,30,81,3500350.0,2,31,63,7
50210,31,95,8968886.0,4,7,27,27
28276,51,57,39219.0,12,12,43,16
3131,45,74,2248940.0,1,37,87,2
4679,31,14,76594.0,9,38,142,3
11927,24,27,431973.0,3,24,58,7
25720,35,64,2562825.0,9,3,6,14
48749,22,20,1580383.0,0,5,10,27
8860,33,9,861363.0,10,0,0,5
58915,33,53,5448779.0,1,7,18,32
48542,34,43,3631869.0,3,28,39,26
23855,29,97,299999.0,0,38,66,5
16796,39,74,299999.0,9,37,125,30
32515,29,35,1398274.0,6,18,47,18
63281,28,7,860013.0,5,31,120,34
43050,34,58,1807291.0,1,16,28,23
14492,25,88,12533600.0,10,9,14,8
26189,39,83,10388988.0,9,24,0,15
58860,45,96,4107594.0,4,13,53,32
3623,43,88,6334405.0,2,16,42,3
26651,28,55,4418685.0,0,39,0,15
64099,49,67,3685283.0,7,11,31,34
64614,20,88,5277629.0,12,39,61,35
7956,53,94,7136812.0,4,28,9,9
43552,32,23,1014554.0,5,16,56,24
50791,27,38,4852815.0,11,37,101,28
33171,27,80,6083963.0,10,0,0,18
69258,20,53,2736229.0,3,20,26,37
48197,22,18,2045970.0,3,9,33,26
64559,44,13,149551.0,12,30,67,35
27321,39,67,6928424.0,2,20,45,15
21180,22,59,4447996.0,8,19,22,12
15294,44,59,76681.0,10,34,90,23
10461,19,30,1043655.0,3,15,34,6
73189,31,31,333449.0,4,16,41,39
39558,53,7,930812.0,3,0,117,29
24475,26,23,863135.0,3,12,15,14
42450,36,30,1573930.0,7,27,57,23
50972,26,6,45032.0,12,15,23,28
5046,31,47,924283.0,8,10,36,3
3277,35,56,7655454.0,4,25,36,2
4137,22,64,3002931.0,11,35,138,3
1158,35,70,300000.0,2,34,48,1
37366,35,51,2815968.0,7,24,49,20
14776,28,85,7887448.0,6,11,67,9
29631,38,94,4440184.0,6,20,36,16
9102,20,8,213740.0,2,35,53,6
72480,32,96,212978.0,8,33,43,39
51067,51,58,674246.0,4,21,62,28
50888,39,36,78937.0,4,32,0,28
35742,33,58,4802413.0,1,1,1,39
41955,23,50,3736023.0,2,7,26,23
7251,32,95,12113678.0,12,24,30,5
18998,38,78,1659197.0,0,33,90,11
17443,29,74,3321625.0,6,6,9,10
27412,19,6,235815.0,1,34,117,15
5862,33,92,400158.0,10,1,1,4
68185,53,92,8209492.0,7,3,6,36
11386,41,17,701078.0,7,36,69,7
42546,20,33,1267522.0,2,24,24,23
53729,44,52,3137501.0,1,39,155,29
4854,27,61,2349461.0,5,19,33,3
6689,38,47,4845782.0,3,38,73,4
31584,30,88,7577202.0,7,33,117,17
36287,51,43,4775846.0,5,9,17,20
3844,19,11,589614.0,5,33,138,3
48758,35,9,799001.0,4,3,0,27
66872,34,21,1466407.0,9,33,123,36
63077,20,87,4290291.0,4,31,102,34
28280,41,79,4691593.0,6,34,59,16
66167,20,87,7052079.0,8,15,58,35
18899,26,22,671555.0,2,27,41,11
52974,35,63,5645409.0,12,13,31,33
65769,26,55,5637226.0,12,20,67,35
13465,28,33,401215.0,1,18,38,8
52602,27,55,5164009.0,9,0,0,28
26715,29,54,2204103.0,11,27,78,40
64373,43,9,482202.0,9,33,39,35
13362,36,80,4187312.0,8,25,30,8
39723,26,78,299998.0,10,27,45,22
34901,34,70,1581555.0,10,7,14,19
34990,38,23,263520.0,0,26,88,19
31139,33,81,75180.0,5,25,77,17
7178,39,66,299999.0,3,25,37,4
2687,18,77,3879904.0,2,9,15,2
39602,43,99,1470811.0,12,18,47,22
44549,40,20,300000.0,3,5,11,24
59881,37,51,1722841.0,8,33,38,32
6956,38,54,3939046.0,11,34,39,4
24785,31,75,3032816.0,9,34,120,14
9204,29,50,2111901.0,1,37,149,6
13835,20,58,3684810.0,1,13,31,8
7113,19,67,5842215.0,8,36,139,4
9610,46,54,3281650.0,1,37,48,6
44455,29,13,621487.0,1,8,11,24
23735,28,26,2310374.0,12,25,68,13
58216,27,28,41593.0,3,12,19,31
22850,54,21,300000.0,1,35,138,13
20308,37,63,5500823.0,8,11,40,11
48202,24,1,39086.0,3,13,45,26
2486,42,87,2657728.0,7,32,68,2
40919,25,33,2672832.0,1,28,49,22
37253,18,86,2574464.0,5,15,59,20
41357,27,59,299999.0,3,13,32,23
42738,52,14,1314658.0,0,8,3,23
52755,51,80,622637.0,3,15,48,29
43485,54,18,189689.0,6,20,12,24
54835,46,94,3705707.0,11,39,99,30
40801,37,81,750372.0,0,7,20,22
74397,32,67,4884849.0,3,11,23,40
23300,22,95,3862784.0,4,25,83,13
45804,35,43,1313061.0,3,0,0,25
66972,19,38,2217982.0,11,23,57,36
70060,37,31,2085541.0,5,12,43,38
35653,35,62,5274043.0,12,30,95,20
62176,26,61,2510841.0,4,26,81,33
8008,23,47,3378296.0,7,35,72,5
66683,44,28,300001.0,8,32,59,36
23188,20,74,6059409.0,6,36,60,13
25572,31,60,3499918.0,8,23,88,14
34931,21,32,2376541.0,10,10,37,19
60183,22,96,1507152.0,3,26,101,32
48495,29,15,1026496.0,5,8,16,26
57409,40,55,300002.0,3,27,56,31
74316,20,37,299999.0,3,39,63,40
3619,50,52,3603738.0,12,28,51,3
15005,36,82,7582762.0,9,21,68,9
40018,40,94,592553.0,2,16,31,22
31276,45,40,634703.0,1,6,23,17
9339,19,26,2046091.0,1,5,5,6
7092,28,7,291359.0,7,32,115,9
12309,36,69,4133172.0,4,25,41,7
15998,42,80,,6,31,33,9
65110,31,17,703074.0,7,11,37,35
24199,23,19,1512576.0,6,30,55,14
29737,44,97,9234299.0,7,11,37,16
57576,23,25,3191859.0,2,17,0,31
33703,33,27,2268255.0,12,25,79,19
72192,29,17,2947443.0,3,13,30,39
64550,27,44,1780867.0,7,5,15,35
17148,24,36,1556521.0,6,33,79,10
48611,47,2,164689.0,5,31,92,26
40025,22,81,8673688.0,8,12,12,22
66900,33,83,6308324.0,12,10,22,36
24559,30,72,5298331.0,10,26,75,14
31648,38,86,300000.0,5,14,35,17
52430,32,99,7532422.0,3,30,63,28
46119,26,63,5640650.0,1,31,99,25
8240,44,26,300000.0,2,15,51,5
536,21,85,7724674.0,11,23,61,1
61296,42,79,1765386.0,2,23,38,33
33456,35,67,3557457.0,2,31,87,18
16819,18,97,2290833.0,1,1,1,10
6449,42,11,439779.0,3,1,3,4
6000,32,27,2994688.0,10,11,30,4
53462,26,36,1395506.0,3,21,38,29
49651,24,4,241409.0,0,35,79,27
6906,22,94,113659.0,8,3,0,4
58040,35,8,1145153.0,10,12,18,31
39721,53,31,940668.0,0,26,40,22
73276,47,66,299999.0,0,39,82,39
2417,46,81,2347570.0,1,20,61,35
70038,19,76,233180.0,6,10,31,37
44626,23,41,1648313.0,3,34,36,24
6662,26,61,299999.0,3,22,50,4
1427,26,73,5240873.0,4,0,0,1
3257,42,31,1072183.0,4,26,70,2
33464,24,77,4205036.0,3,35,87,18
18521,45,51,665314.0,11,4,7,10
10313,54,86,598652.0,7,1,0,6
21941,19,30,560294.0,0,32,123,9
25114,36,53,5123051.0,8,19,23,14
53916,54,88,54799.0,2,24,33,29
29821,40,84,9140390.0,1,4,8,16
21976,38,28,1327791.0,7,37,85,12
15175,32,44,878598.0,2,11,42,9
54243,19,61,300001.0,12,23,33,29
66615,30,62,480662.0,9,20,51,36
24460,19,90,4457506.0,0,20,71,14
4855,33,85,6588065.0,11,21,41,3
67692,21,32,2811382.0,5,33,75,36
6398,53,70,4532457.0,4,0,0,4
53761,37,65,382384.0,3,15,52,8
10523,42,72,5717615.0,10,3,10,29
44854,32,7,1191432.0,8,6,11,24
2087,35,88,5417919.0,8,12,39,2
31199,32,67,299998.0,8,26,35,17
50555,43,65,5378780.0,6,12,26,27
71453,52,88,34651.0,3,4,10,38
27643,27,98,8903736.0,7,37,93,15
17218,24,19,537168.0,8,36,114,10
62598,18,29,1723499.0,0,15,56,34
6614,19,70,8026681.0,4,12,20,4
27584,22,61,299998.0,1,20,2,15
48496,22,53,3310965.0,1,6,14,26
24285,43,95,6420254.0,12,8,0,14
18354,21,4,191349.0,3,37,38,10
21833,46,18,299999.0,0,20,40,12
24177,19,64,4267377.0,10,9,0,14
32773,30,38,585984.0,2,3,6,8
32486,20,43,1667343.0,11,19,55,18
17916,41,93,560541.0,6,39,142,10
7676,41,91,8128086.0,4,3,3,5
45382,19,5,299998.0,5,23,35,25
7767,51,41,2971412.0,8,25,43,5
50934,30,49,3272667.0,4,0,0,28
24865,40,39,1220324.0,1,15,38,14
53654,28,56,81303.0,8,14,26,29
75334,25,3,43890.0,10,11,13,40
54196,41,41,1965026.0,0,2,6,24
75569,34,42,300000.0,9,23,41,40
1041,42,32,88905.0,0,6,21,1
37771,43,71,5482902.0,6,34,42,21
22894,25,57,299999.0,10,7,15,13
12114,42,62,1075024.0,5,4,8,7
58843,22,44,300000.0,2,10,15,32
46021,31,48,4404539.0,11,16,33,25
397,19,66,1274701.0,2,5,11,1
72861,38,63,8091044.0,5,5,10,39
64926,20,53,1694388.0,2,32,77,35
8465,23,22,1394976.0,10,31,68,5
1019,21,41,2259550.0,6,30,101,1
11044,43,19,1882860.0,5,20,71,7
71159,22,91,2004616.0,0,12,22,38
16529,30,39,299999.0,10,22,83,9
16993,28,33,2062846.0,1,11,36,10
33,44,64,364403.0,4,24,82,1
32331,43,62,299998.0,5,2,7,18
53178,44,40,682738.0,7,35,83,29
11039,41,96,6843950.0,11,0,0,7
64303,19,37,1244384.0,4,4,13,35
28626,32,54,299998.0,11,37,97,16
70617,24,61,5208229.0,2,25,71,38
65745,48,7,1019895.0,5,38,88,35
40883,40,80,191928.0,2,37,136,22
74809,37,73,5407927.0,9,11,40,40
8050,36,75,2595542.0,4,6,18,5
47289,43,50,2011558.0,10,1,2,26
36797,42,98,300000.0,12,36,91,20
2217,42,42,470500.0,8,21,36,2
5343,19,14,75290.0,6,0,0,4
39498,52,70,4606905.0,9,23,77,22
45358,41,4,255178.0,6,15,29,25
16549,25,63,4608785.0,10,38,44,9
40994,19,30,1919067.0,0,13,0,22
23727,30,1,53988.0,1,22,61,13
70600,22,60,5137727.0,4,29,54,4
55145,24,75,6264233.0,9,13,33,5
15415,32,47,2742189.0,10,4,12,9
16756,44,51,493924.0,0,36,42,10
32217,29,40,1616996.0,1,27,99,18
32997,34,7,412272.0,5,36,45,18
27964,19,27,1241836.0,8,38,146,16
72220,39,93,497642.0,7,39,68,39
68276,35,23,231034.0,0,16,63,37
24852,53,23,928384.0,0,2,2,14
1634,35,23,489313.0,10,17,46,1
63957,29,13,579809.0,7,27,0,34
63935,18,52,3413068.0,9,3,9,34
44318,25,90,7319165.0,6,2,3,24
5094,19,78,3171031.0,9,26,88,3
13347,24,98,4593262.0,3,0,0,8
5103,19,76,3884407.0,6,22,32,3
13821,27,82,4912012.0,11,4,7,8
49046,41,79,270592.0,12,13,28,27
55211,27,18,2356262.0,9,9,34,30
74039,44,4,304479.0,3,32,103,40
15135,22,85,1804070.0,5,33,96,9
26379,35,46,299999.0,9,38,111,15
56154,38,89,4840209.0,11,2,2,30
11972,31,19,1437553.0,9,1,1,7
52937,39,70,3205813.0,1,16,28,29
62257,25,37,448493.0,2,16,42,33
47606,38,30,2021144.0,5,6,13,26
54918,23,96,12882402.0,8,32,88,30
26139,43,12,1055319.0,1,4,8,36
25316,27,13,430141.0,11,32,104,14
70884,23,79,1733240.0,2,15,52,38
36111,44,30,2651333.0,12,32,59,20
48996,47,96,6890944.0,0,17,67,27
14568,18,39,3582342.0,10,18,69,9
54136,50,39,2147248.0,8,22,84,29
8302,36,62,6596618.0,2,28,45,5
4997,48,29,3714694.0,3,8,13,3
48318,45,62,3004026.0,7,18,62,26
38171,31,40,317053.0,6,16,32,21
47109,25,10,299999.0,1,34,133,26
9424,34,70,568313.0,9,27,103,6
39768,21,89,11965249.0,0,7,22,22
66397,28,29,1537792.0,1,0,0,36
31924,25,36,299999.0,7,31,60,1
11505,43,85,5664922.0,11,14,55,7
14024,21,26,2094363.0,2,12,89,8
17396,36,61,6002487.0,7,27,61,10
24070,31,50,3779986.0,5,3,8,13
54509,39,36,150562.0,12,26,44,29
10881,39,7,689165.0,7,2,7,7
71448,38,63,4974100.0,1,15,63,38
53584,27,11,1085233.0,8,18,137,29
2739,26,1,48551.0,2,24,93,2
10423,28,84,4080636.0,10,17,29,6
22445,31,1,69974.0,5,24,25,13
34030,44,50,3634446.0,3,2,2,19
74465,32,71,147234.0,4,39,151,40
51372,21,93,5748757.0,6,25,55,28
11962,43,51,300000.0,11,22,87,7
40104,46,64,2463593.0,0,16,30,22
10687,37,11,935200.0,11,32,65,6
16759,37,58,6362105.0,3,30,34,10
58229,36,37,324322.0,12,39,53,31
33036,26,73,4678607.0,4,35,116,18
75383,23,29,2458469.0,0,22,87,40
59984,23,64,2824647.0,6,33,119,32
59690,25,14,1008895.0,4,14,28,32
64212,23,2,77458.0,10,32,113,34
55670,22,87,5360340.0,6,32,56,30
40611,39,13,493283.0,6,38,146,22
19274,44,10,140217.0,6,7,10,11
14658,29,91,8208026.0,0,9,93,9
71665,27,47,164722.0,9,2,4,38
72844,40,39,2701959.0,4,1,1,39
62030,32,89,8153566.0,12,22,45,33
71306,30,70,10099823.0,5,31,83,38
57771,39,37,3337416.0,5,12,0,31
18236,44,38,2822367.0,3,17,47,10
75778,19,99,5891039.0,12,28,86,40
8592,28,27,546989.0,9,37,45,5
54005,41,51,4909390.0,1,16,62,29
6825,23,76,136255.0,7,9,27,4
66316,44,49,4831993.0,7,37,145,36
9602,41,76,8172544.0,4,30,107,6
31003,42,31,196597.0,10,16,30,17
60165,36,37,2769884.0,3,6,19,32
75741,27,32,2770541.0,5,25,60,40
63752,24,12,318373.0,2,20,143,34
71269,54,39,1322283.0,8,21,52,38
10613,50,75,6455963.0,10,36,138,6
17862,38,55,3121895.0,8,38,79,10
25922,27,60,125885.0,2,36,141,15
15573,34,44,2356922.0,11,28,109,9
41964,48,67,2068675.0,1,23,45,23
28532,43,43,2826809.0,9,8,16,16
75531,21,48,3983097.0,6,35,46,40
56515,37,7,359821.0,5,38,74,30
65483,53,82,5496810.0,7,33,113,35
67225,48,1,50450.0,7,30,54,36
10538,27,23,2266814.0,9,28,77,6
69518,40,50,3592999.0,10,26,63,37
64104,37,49,402757.0,9,15,39,34
59084,38,50,3190300.0,6,18,64,32
82,40,42,1992386.0,12,8,20,1
1142,25,47,881214.0,11,14,15,1
12452,21,70,5110565.0,8,14,53,7
19667,51,58,3346021.0,4,34,19,11
28873,40,55,5052105.0,10,18,58,16
2036,32,11,299998.0,2,20,78,2
3108,27,64,4806163.0,8,16,27,2
74104,52,18,1155193.0,6,8,25,40
3791,26,90,7738373.0,4,10,18,3
24011,48,39,3332866.0,8,28,106,13
42089,20,35,1822128.0,5,12,27,23
27192,31,40,419719.0,2,4,15,15
56954,21,6,453111.0,0,24,60,31
55951,42,34,5196848.0,4,7,21,7
23139,38,95,7543344.0,11,29,109,13
52534,20,55,376730.0,8,11,33,28
26986,41,71,2370667.0,7,5,8,15
31536,41,51,4698743.0,1,4,6,17
65691,41,30,1191627.0,4,30,85,35
67058,27,38,127288.0,10,16,31,36
33079,29,63,5552227.0,6,9,18,18
41624,38,14,1297095.0,1,22,60,23
65355,22,90,7664056.0,5,24,26,18
12258,54,34,366533.0,7,28,32,7
12109,28,14,1906832.0,0,37,147,7
31933,28,23,1853576.0,9,31,88,18
32937,47,6,637764.0,8,36,85,18
11713,33,80,7609427.0,5,39,62,7
25562,40,22,1154557.0,3,34,48,14
48036,42,42,2364335.0,8,21,53,26
50536,30,9,917000.0,11,12,27,18
20923,49,44,3259249.0,11,14,40,12
52007,41,85,1609602.0,0,4,8,28
42766,27,47,299999.0,7,13,30,23
9521,38,63,3386749.0,11,1,1,40
15756,48,66,4814295.0,12,16,31,9
3865,41,66,2590010.0,10,38,103,3
9386,41,28,388856.0,6,36,36,6
49941,24,41,2201943.0,3,7,38,35
45583,41,80,4065088.0,9,39,101,17
8137,26,28,81072.0,11,30,86,5
2597,44,38,1948332.0,12,27,32,2
38952,40,34,2106950.0,8,15,52,21
35736,26,68,2604339.0,5,39,105,20
24274,19,82,3215152.0,2,21,40,14
56673,32,73,6769190.0,0,18,57,31
8708,48,53,393366.0,5,37,79,5
58038,41,19,510607.0,1,5,8,31
63772,22,60,300001.0,12,20,29,16
14418,44,2,198024.0,5,22,78,8
62398,38,78,1161516.0,8,7,8,33
67922,25,75,10805035.0,0,39,155,36
10352,44,66,299998.0,3,15,27,6
28730,32,48,2164852.0,12,7,8,16
1899,29,65,1817887.0,0,4,12,2
48055,37,46,2495089.0,3,39,0,26
29981,20,60,8090027.0,8,26,101,17
32101,41,88,4347003.0,11,27,95,18
6150,29,17,1519950.0,11,2,7,4
14132,51,30,2142703.0,3,7,7,8
28507,42,5,372207.0,5,3,3,16
57136,25,90,6600921.0,3,27,102,31
72186,32,5,210919.0,9,2,6,39
2190,23,52,205370.0,12,37,71,2
42486,37,83,4512386.0,10,4,9,23
9608,42,88,8623104.0,5,12,28,10
66052,44,27,332669.0,8,16,43,4
55994,35,37,2653756.0,5,36,131,30
40401,51,25,300000.0,2,29,26,22
59506,36,42,2318888.0,8,30,87,32
58052,52,39,3706524.0,2,34,128,31
45137,41,10,453825.0,12,20,23,25
3635,22,59,699062.0,7,1,3,3
52011,48,96,3882208.0,3,8,9,28
37271,27,94,6639911.0,10,24,44,20
33837,25,76,1886280.0,9,35,56,19
12332,27,5,456334.0,6,34,64,7
28995,49,56,42319.0,6,39,140,16
20086,33,33,,7,33,87,11
30039,36,57,1535380.0,11,1,1,17
23617,35,76,3219243.0,0,38,46,13
14784,36,61,382141.0,2,15,59,9
631,50,46,2722541.0,9,12,41,1
58160,23,17,1603927.0,10,33,104,31
45068,48,10,360735.0,10,29,87,24
40734,47,58,4548440.0,5,15,38,22
24640,42,3,106393.0,10,18,62,14
42710,27,17,1196428.0,9,19,40,23
26182,21,73,3738527.0,1,27,106,15
10610,33,90,3199503.0,7,32,18,6
29155,22,27,973092.0,9,3,5,16
15511,34,21,1474005.0,2,13,15,9
12196,52,21,299998.0,12,6,14,18
71234,21,76,6203489.0,7,39,50,38
70456,39,84,5342064.0,9,12,46,38
55508,36,43,2606238.0,11,3,6,30
53776,32,82,5794131.0,2,32,58,29
50652,24,42,1192524.0,5,29,113,27
45496,27,71,6750331.0,2,22,60,25
39854,25,36,2252138.0,0,23,37,22
6008,29,36,299998.0,10,10,15,4
32247,21,33,2953174.0,10,27,67,18
69230,31,81,6905454.0,5,21,83,37
9059,50,38,3460444.0,7,30,54,6
1789,35,63,795112.0,2,1,3,2
1411,29,65,2522984.0,4,16,63,1
8235,21,98,528598.0,7,26,93,5
33709,25,31,1063122.0,1,31,51,19
68278,54,75,1377322.0,7,6,18,37
38606,23,6,268471.0,4,35,26,21
56712,36,60,3070039.0,6,1,1,31
68172,38,28,1444775.0,5,2,111,36
30027,30,2,242071.0,4,20,71,17
28683,18,13,1002294.0,0,35,118,16
35413,46,39,1403881.0,12,12,13,19
36714,42,10,900982.0,6,9,23,20
64117,54,86,300000.0,10,34,99,34
38954,30,86,45495.0,10,32,74,21
44043,34,36,2374842.0,0,25,62,24
68144,47,68,1760918.0,3,39,133,36
14022,43,37,1647274.0,2,36,137,1
17342,35,98,3520962.0,2,25,62,10
10882,51,87,9575778.0,2,22,52,7
75656,19,13,1058232.0,9,10,19,40
65273,18,84,4890369.0,4,8,29,35
73205,52,86,2162881.0,0,35,57,39
67168,20,15,155244.0,4,36,48,36
37786,20,66,2148539.0,5,8,20,21
35406,31,68,1711645.0,12,30,74,19
65900,28,90,6601212.0,5,21,53,35
16413,31,35,386144.0,7,17,63,9
71338,33,86,1790047.0,5,33,88,38
11362,43,85,3538451.0,2,23,77,7
5991,21,61,3324491.0,3,14,30,4
71961,28,86,4533516.0,1,27,80,39
1741,53,44,2579588.0,1,30,33,1
66011,25,11,300001.0,9,5,5,35
29919,47,53,3139913.0,6,29,0,16
74877,37,41,424782.0,4,37,136,40
2766,30,65,6092495.0,4,20,30,2
42548,24,71,2623977.0,0,26,35,23
27142,35,65,5365427.0,0,36,0,22
45495,44,92,4808379.0,8,9,18,25
45857,32,45,3737336.0,5,35,42,25
60178,32,98,9578944.0,8,4,8,32
66717,24,82,6621342.0,1,28,107,36
28390,32,20,981364.0,11,38,141,16
32223,24,5,510479.0,2,28,61,18
35442,24,32,1770081.0,4,37,50,19
50580,26,23,1620694.0,7,21,33,27
54217,39,53,1994304.0,0,11,15,29
19558,40,31,386895.0,2,38,80,11
61428,52,44,3640175.0,8,39,126,33
34710,31,51,299999.0,1,3,9,19
38452,34,90,1244223.0,11,22,63,21
37484,18,26,300000.0,0,38,143,20
30780,24,19,247655.0,0,31,65,17
