enrollment_code,gender,bonus,penalty,school_code
RVRHPX,M,4.3,0.0,HJHS
QAMNUM,F,5.1,0.5,HJHS
AFORBU,F,1.9,1.0,HJHS
BZJZKO,M,0.0,0.0,PYHS
HHAIOE,M,3.2,0.0,SWHS
OWGRAF,F,3.5,0.0,PYHS
ZAPHOI,F,3.7,0.0,HJHS
ZLADGU,M,1.3,0.0,MWHS
TIZIHZ,F,2.9,0.0,PYHS
JWPRIO,F,4.5,0.0,HJHS
OVZQAP,M,0.9,0.0,SWHS
DXXDIU,F,0.0,0.0,PYHS
GBAULH,M,2.0,0.0,SSHS
BTLDGY,M,0.3,0.0,SWHS
AKWIVG,F,6.1,0.0,SWHS
LZQQGJ,F,2.0,0.0,SWHS
QDJSOR,M,0.9,0.0,SSHS
EXWOLT,F,0.0,0.0,SSHS
IIBCGK,M,1.0,0.0,PYHS
OIUOHQ,M,1.3,0.0,SWHS
BQYUOP,M,2.4,0.0,HJHS
SPUDVM,M,2.8,0.0,SWHS
QQODKY,M,1.4,0.0,HJHS
EHYBFT,M,4.1,0.0,MWHS
DFIQLN,F,1.1,0.0,SWHS
HLFWDG,F,1.2,0.0,MWHS
DUPVPD,F,3.8,0.5,SSHS
PHABWY,M,6.3,0.0,HJHS
JBUGZL,M,1.3,1.0,HJHS
PGWJEB,M,8.3,0.0,NKHS
MJRRMN,F,0.0,0.0,PYHS
TDKQPG,M,2.2,0.5,HJHS
YQVSIW,M,0.0,0.0,SWHS
BGGKLB,M,0.3,0.0,HJHS
IKBTPG,M,0.6,0.5,PYHS
APPZXD,M,5.3,0.0,SWHS
IHHRSG,M,2.0,0.0,NKHS
ULWNXF,F,6.1,0.0,SWHS
NJGJKK,M,2.3,0.0,MWHS
GJODZO,F,0.6,0.0,NKHS
NVSGML,M,3.1,0.0,PYHS
SDYLQK,M,1.6,0.0,PYHS
QVVECQ,F,1.7,0.0,SSHS
ERGBMR,F,1.2,0.0,SWHS
TEXKFF,M,1.5,0.0,HJHS
ICPCWI,M,4.0,0.0,MWHS
CDZPDU,M,0.0,0.0,HJHS
HKZYOO,F,4.2,1.0,NKHS
FBEPVT,M,3.3,0.5,SWHS
YUBNHP,F,3.5,0.0,NKHS
ILZBPO,M,0.0,0.0,NKHS
CBCVOI,M,2.6,0.0,SSHS
DMLYZV,F,2.5,0.5,HJHS
VSZTHB,F,2.4,0.0,NKHS
TDKBKM,M,0.0,0.0,PYHS
MDBPUR,F,0.0,0.5,PYHS
AKVSDX,M,0.0,0.0,SSHS
UMPZKV,F,0.6,0.0,SWHS
CHLPDM,M,2.4,1.0,SSHS
UKFSSL,M,5.1,0.0,MWHS
SZDWEY,M,4.7,1.0,PYHS
BSDEPQ,M,2.4,0.0,NKHS
UAJQJH,M,0.7,0.0,MWHS
ZEHBWB,F,2.5,0.0,SSHS
HQMGVC,M,2.5,0.0,SWHS
XFUJWF,M,2.9,0.0,HJHS
NAVNQY,M,2.4,0.0,PYHS
SUWLMH,M,1.6,0.0,SWHS
TINALW,F,2.6,0.0,SWHS
KFODGH,M,1.2,0.5,HJHS
ONPLMD,M,3.5,0.0,MWHS
WYCAUJ,M,2.1,0.0,MWHS
ILZHQY,M,3.5,0.5,HJHS
CDYVRW,M,0.0,0.0,HJHS
SJXYWA,M,2.2,2.0,SSHS
TBHXOS,F,3.1,0.5,PYHS
HRHOSV,M,3.0,0.0,PYHS
JIMJED,F,2.1,0.0,MWHS
EXHLQW,M,0.0,0.0,MWHS
RHOBJF,F,0.4,0.5,SWHS
DACUZP,F,0.4,0.0,SSHS
KHETMY,M,4.2,0.5,SWHS
UYAKQN,M,3.1,0.0,PYHS
BXVXPE,M,5.0,0.0,HJHS
NENTCE,M,2.2,0.0,SSHS
VVQYCE,M,0.3,0.0,SWHS
NYXKVT,F,0.0,1.0,PYHS
YQKFSG,F,2.1,0.5,SSHS
SLDSKX,F,2.6,0.0,PYHS
DQKSFI,F,2.7,1.0,SSHS
USTSWL,F,2.7,0.0,SSHS
LEESWT,F,0.4,0.0,HJHS
NEBOPF,M,3.8,1.5,HJHS
YZXOFY,M,3.0,0.0,MWHS
MNNIKY,F,1.5,1.0,SSHS
CRLIEJ,M,2.7,1.5,SSHS
WYQBNC,M,1.6,1.0,NKHS
AIQRJR,M,0.9,0.0,HJHS
HEQLVC,F,2.3,1.0,SWHS
ISTWDR,F,0.2,0.0,NKHS
VUHVAQ,M,0.0,0.0,MWHS
QLCTHO,F,1.0,0.0,NKHS
VGWZOR,F,0.4,0.0,SWHS
WILJKW,M,0.3,0.0,SSHS
UPQKYY,M,7.3,0.0,SWHS
WESJLL,M,1.1,0.0,PYHS
JZUNLK,M,3.7,0.0,PYHS
YXVANH,M,0.0,1.5,NKHS
PISVMW,F,4.5,0.0,SWHS
KRVQIO,M,0.0,0.5,HJHS
ANLKOA,M,1.9,0.0,SWHS
DGYQET,M,1.7,0.0,SWHS
FPMHND,M,1.6,0.0,HJHS
IGJOCJ,M,2.6,2.0,SWHS
AAKIFQ,M,0.0,0.0,SWHS
LFCZZV,M,3.4,0.5,PYHS
CZRLVX,M,1.8,0.0,PYHS
XUOTOR,F,4.7,0.0,SSHS
TPFZBO,M,5.3,1.5,PYHS
KVKGUQ,F,4.5,0.0,PYHS
FAVNNN,M,4.3,1.5,MWHS
LROAUS,F,2.0,0.0,NKHS
OIUOOS,F,3.7,0.0,PYHS
SGWMNV,F,1.8,0.0,HJHS
ZQKYYJ,M,0.0,1.0,HJHS
JDSCLK,M,0.8,0.0,PYHS
BXCTOA,F,5.2,0.0,SSHS
KFWRTC,F,3.7,0.0,MWHS
HFJGEF,F,2.5,0.5,HJHS
VBPTZP,F,1.7,0.0,NKHS
UBWZDF,M,0.0,0.0,SWHS
VLESOS,M,5.3,1.0,NKHS
FPORKJ,M,3.9,0.0,SWHS
SCEAAY,F,2.1,0.5,SSHS
YTCPSS,F,1.8,0.0,NKHS
EMYSTQ,M,0.0,0.5,HJHS
HFNFRH,M,0.0,0.0,NKHS
YPWRVI,M,5.0,0.0,SSHS
LPAJCN,M,1.0,0.0,HJHS
LTEZRU,M,2.8,1.5,HJHS
JFTROZ,F,3.0,0.0,NKHS
MXOXSI,F,0.0,0.0,HJHS
ADMUVE,M,0.7,0.0,MWHS
BMWFQG,F,0.1,0.0,PYHS
JJGXWU,F,7.1,0.0,NKHS
EYWANS,F,1.8,0.0,PYHS
HQOSMW,M,0.6,0.0,PYHS
HBSJWN,M,1.3,0.0,NKHS
BOBPEH,F,2.9,0.5,SWHS
MXHLTU,F,1.3,1.0,SSHS
AQWRRB,F,0.0,0.0,SSHS
UQORSF,F,4.2,0.0,NKHS
NJPKDH,F,3.5,0.0,SSHS
FAMQEJ,M,3.5,0.0,HJHS
HGBZBO,F,2.1,0.0,PYHS
XCNHAL,F,1.8,0.0,SWHS
STYWVJ,M,5.3,0.5,SSHS
GLXQBG,F,3.2,0.0,HJHS
XVUFKY,F,2.9,1.5,NKHS
PDNQBM,M,3.2,0.0,SWHS
EGVZUI,M,0.0,0.5,SSHS
XSZPAG,F,4.6,1.0,SSHS
CCFOYK,F,2.7,0.0,MWHS
ISEMMY,M,2.4,0.0,HJHS
OBJCZR,M,3.6,0.0,SSHS
ZDILFB,M,2.6,0.0,MWHS
ASBGCJ,M,2.8,0.5,SWHS
YVZBVN,F,0.9,0.0,PYHS
JWREGJ,M,3.3,0.0,HJHS
ZNGJWF,M,0.1,0.0,SSHS
CBIGKW,F,0.0,0.0,MWHS
RLWWOZ,M,3.5,0.0,SWHS
YARWGQ,M,1.4,0.5,HJHS
NMVTMN,F,0.4,0.0,SWHS
LUSLIL,F,1.7,1.0,NKHS
PAWSMU,M,2.3,1.0,HJHS
SMNLBT,F,0.6,0.0,PYHS
SWZBTH,M,3.3,0.0,SSHS
IYJSKE,M,4.7,0.0,SWHS
VNDDGP,F,1.5,1.5,NKHS
ZRUJOF,M,0.0,0.5,SWHS
VKKLGZ,M,0.9,0.0,NKHS
IUHWHT,F,2.8,0.0,SSHS
IEZYUS,M,4.1,0.0,NKHS
DBRFTA,M,2.6,0.0,SSHS
ITAJSD,F,3.2,0.0,SWHS
HGHJXY,F,1.3,0.0,HJHS
ZZANVV,M,1.0,0.0,HJHS
FSIOTB,M,2.5,0.0,MWHS
YGBBSE,M,3.6,1.0,SSHS
FTAHMQ,F,0.0,0.5,MWHS
VXHPCO,M,1.4,0.0,SWHS
KOTUBS,M,2.6,0.0,PYHS
KDHUUG,F,0.0,0.0,NKHS
KWZASJ,F,1.7,0.0,SSHS
QHPXFH,M,0.0,0.0,SSHS
RTSEEQ,M,2.1,0.0,NKHS
CCGRLZ,M,2.5,0.0,NKHS
RVEROJ,F,2.1,0.0,SWHS
KOMHJD,M,1.6,0.0,SSHS
LYFWPP,F,3.5,0.5,SWHS
WLQTAB,F,4.8,0.0,SSHS
ORPDDN,F,0.0,0.0,SSHS
QNOTDR,F,1.5,0.0,HJHS
UMNCWK,M,4.6,0.0,PYHS
PUBEPG,F,3.1,0.0,PYHS
SHIEFL,M,3.0,0.0,HJHS
CQFDNU,M,2.2,2.0,SSHS
TXLJXH,M,5.6,0.0,HJHS
RJISZB,M,3.6,0.0,SWHS
ETKKHE,M,2.3,0.0,SSHS
VSKNIU,M,0.2,0.0,SWHS
RZPQJE,M,5.0,0.0,PYHS
RJTRAE,M,2.5,0.0,NKHS
OBKKHA,M,4.2,1.0,SSHS
XJMQKT,M,2.6,0.0,HJHS
MGGSDB,M,1.9,0.5,SWHS
VLWIGC,F,1.9,0.0,SSHS
RXDNSQ,M,0.0,0.0,MWHS
NTXQMA,F,0.1,1.0,PYHS
TEIGAP,M,0.0,0.0,SSHS
LCSPST,M,1.8,1.5,HJHS
VHMSEO,F,2.3,0.0,SSHS
OMYKED,M,2.2,0.5,MWHS
CMSMIZ,F,4.1,0.0,PYHS
CDMJMT,M,1.8,0.5,SSHS
OSJHIU,F,2.2,0.0,SWHS
XCQRHG,F,1.4,0.0,NKHS
WQSPZT,M,4.5,0.5,SSHS
PTNVTA,F,0.8,0.5,SWHS
VQSZJF,M,0.4,0.0,MWHS
BVEBQE,M,2.3,0.0,PYHS
EFZKAO,M,1.6,0.0,SWHS
ZLDJIG,F,2.6,0.5,HJHS
RBHMPA,M,1.1,0.5,SWHS
IALDJD,M,3.5,0.5,HJHS
PLHCGD,M,0.1,0.0,NKHS
OSRRYF,M,1.4,0.0,SSHS
IAVXUZ,M,0.7,0.5,HJHS
VBMNRP,M,0.0,0.0,HJHS
UNXOHX,F,2.5,0.0,HJHS
RHCDBK,M,2.5,0.5,SSHS
HHTLHI,F,1.2,0.0,SSHS
BNTDVF,F,6.3,0.0,NKHS
GKRMQJ,F,2.2,0.5,SSHS
HLBLDU,F,0.9,1.0,SWHS
SFBAUJ,F,0.0,1.0,SWHS
YEWPCM,F,4.1,0.0,SSHS
GCCYHJ,F,0.6,0.0,NKHS
LSJKVO,F,0.0,0.0,HJHS
XYPIJV,M,2.0,0.0,NKHS
QORNVX,M,2.0,0.0,SSHS
XRFQEZ,F,6.5,0.0,HJHS
QEDHEC,M,1.8,0.0,MWHS
EXEEWL,M,0.7,0.0,MWHS
HHODYX,M,1.6,0.5,MWHS
VVEKUU,M,4.3,0.0,SWHS
DRPMZC,F,1.8,0.5,PYHS
IGAHBS,F,3.3,0.0,PYHS
JKQKAT,M,2.5,0.5,SSHS
MGXTCX,M,3.7,0.0,SSHS
NYYMIS,F,1.8,0.5,SWHS
DZFXLF,M,1.9,0.5,NKHS
KNYXLR,F,3.7,0.0,NKHS
DIWTCT,M,3.2,0.0,NKHS
EPDQQX,M,1.2,0.0,SWHS
FANSOL,F,2.5,0.0,NKHS
DGQFOP,M,2.7,0.0,NKHS
XXHTNV,F,5.4,1.0,HJHS
JWNPDL,M,2.1,0.0,SWHS
AZMUHZ,F,1.1,1.0,SWHS
PCNNON,M,3.5,0.0,NKHS
EXXUJO,F,1.3,0.5,NKHS
ZPMXWN,M,3.5,0.0,MWHS
MFJDGW,M,4.1,0.0,SWHS
AOSMSW,M,3.5,0.5,MWHS
FQWZKO,F,4.9,0.0,HJHS
UMHWDD,F,1.1,0.0,HJHS
GAIKLP,M,0.1,2.5,SWHS
UCIGXG,M,2.3,0.0,MWHS
NVPSND,F,2.8,0.0,NKHS
LZUGKB,F,2.3,0.0,HJHS
POVPHJ,M,3.4,1.5,SWHS
YJDOVD,M,0.3,0.5,NKHS
JQUPJY,M,3.8,0.0,SSHS
ESKZZY,F,0.0,0.0,NKHS
LGRNUQ,M,0.6,1.0,PYHS
POMTBC,M,0.0,1.0,SSHS
WUZGEL,M,3.7,0.0,NKHS
BPAWQA,F,4.4,0.0,MWHS
QJUEGE,M,3.3,1.5,HJHS
GCBDUF,M,1.3,0.0,SWHS
IJMUWJ,M,2.3,0.0,SSHS
WTYFQH,M,2.6,1.0,SSHS
NHICDT,M,0.5,0.5,HJHS
JGJMPO,M,0.0,0.5,SSHS
MPMCXD,F,1.0,0.0,SSHS
HFWLSF,F,0.0,0.0,MWHS
YHKBUV,F,0.0,0.5,HJHS
WRUPYL,M,4.2,0.0,HJHS
XPUYHQ,M,2.6,1.5,PYHS
JHZGEM,M,0.0,0.0,HJHS
RYKEIB,F,7.0,0.0,HJHS
MBQNFQ,M,5.7,0.0,NKHS
PVOLMO,M,0.2,0.5,HJHS
BNXKIL,M,2.2,0.0,SSHS
LYYDMA,M,1.2,0.5,MWHS
SDHSJU,M,1.3,0.0,NKHS
IMNTGL,M,0.0,0.0,SWHS
WBSPKQ,F,3.0,0.5,SSHS
WXRUSK,F,1.4,0.5,SWHS
JKXQLH,F,1.5,0.0,SWHS
QPTHFS,F,0.0,0.0,PYHS
XRYGWH,F,0.0,0.0,SWHS
HNAKXX,F,4.3,0.0,SWHS
RPQNCQ,F,0.9,0.0,HJHS
TUUOXK,M,2.2,0.0,MWHS
MURFLR,F,3.4,0.0,NKHS
OEFROC,F,0.0,0.0,SWHS
GDIGTN,F,3.0,0.0,SSHS
YCGBAZ,F,3.7,0.0,HJHS
ECYGWE,F,2.0,0.0,SWHS
XDIVIV,F,4.2,0.0,HJHS
UNYELG,F,1.8,0.0,SWHS
LJCYNQ,M,3.3,0.0,SSHS
VASJZE,M,4.3,0.0,NKHS
BTKARV,M,0.2,0.0,SWHS
WRRKOL,M,0.6,0.0,SSHS
LJIZKB,M,2.2,1.5,SWHS
TJOLPQ,M,0.9,1.0,SSHS
KMVWWN,F,0.7,0.0,NKHS
XPEIZH,M,1.4,1.0,HJHS
KMRMSK,M,0.2,0.0,MWHS
FEMZNI,M,1.8,0.0,HJHS
OVINNY,F,0.0,1.0,HJHS
MGRIYJ,M,5.6,0.5,SSHS
QDYHUA,M,4.0,0.5,SSHS
NHNLMR,F,0.5,0.0,NKHS
VPVODO,M,2.9,0.0,SSHS
VZHMAG,M,2.6,0.0,SWHS
FPLDQZ,M,1.9,1.5,MWHS
KGGGIS,F,4.0,0.0,HJHS
NFIZXA,M,0.6,0.0,SSHS
THWJAX,F,1.5,0.0,MWHS
JWLNQR,F,2.7,0.0,SSHS
AEFQDQ,F,0.2,0.0,SWHS
GOKPXE,F,3.5,1.0,HJHS
AJHJQX,F,1.9,0.0,SSHS
PRVKTU,F,0.0,0.0,SSHS
UHVDRP,F,2.5,1.5,PYHS
RDITYZ,M,3.2,0.0,HJHS
WGVVZK,M,0.0,1.5,HJHS
WHJWTW,M,0.0,0.0,MWHS
YNFWQG,M,1.6,0.0,NKHS
CDDNUF,F,3.1,0.0,SSHS
QONBXO,F,1.9,0.0,PYHS
YHGQUP,F,4.3,2.0,SWHS
JSONKB,F,0.8,1.0,SSHS
UEKWFZ,M,3.2,0.5,SSHS
PPUFWP,M,0.0,0.0,HJHS
KVWQAJ,F,0.7,0.5,SWHS
KTJMOJ,M,3.8,0.0,SSHS
QDAAYC,F,2.9,0.0,HJHS
WOVPAU,M,0.0,0.0,SWHS
IXNICF,F,4.5,1.5,HJHS
FLHCVI,M,2.3,0.5,NKHS
MVMWAP,M,0.4,0.0,PYHS
OWAHJA,M,1.2,0.0,NKHS
AVTMKN,M,1.5,1.5,PYHS
AGBURG,F,2.2,0.0,NKHS
XZCLMG,M,0.0,0.0,PYHS
TVLOTG,F,2.3,0.0,SSHS
MUSZHT,M,2.7,0.0,HJHS
HYGORF,F,0.4,0.0,SWHS
LRFRCK,F,0.7,0.5,SWHS
OWRIQE,M,2.7,0.0,MWHS
MBQGVB,M,2.7,0.0,SSHS
XKKIQV,F,0.4,0.0,HJHS
JMRNSR,F,0.0,1.0,SSHS
XAVLFZ,F,5.4,0.5,NKHS
BUABHH,F,2.7,0.0,MWHS
UZSZMU,M,0.3,0.0,NKHS
IZYXIU,M,0.0,0.0,NKHS
CUWKLU,M,2.7,0.0,NKHS
OEIQLX,M,5.0,0.0,MWHS
XCNXNH,F,2.7,0.0,PYHS
BBLAMI,F,2.9,0.0,PYHS
BCJEQR,M,1.3,0.0,SSHS
RODSOE,F,0.0,0.0,SSHS
AJEAQO,F,0.0,0.0,SWHS
UVVIVK,F,1.2,0.0,PYHS
FUGJMX,F,5.9,0.0,PYHS
GHWORZ,M,1.1,0.0,HJHS
OBKHOP,M,0.0,0.0,SWHS
MTDWXT,F,0.0,0.0,SSHS
PILTRX,M,5.7,0.0,HJHS
AOCZJN,M,1.0,0.0,SSHS
DQHSES,F,3.0,0.0,SSHS
ANEMIM,F,0.0,0.0,HJHS
UCDRQR,M,2.4,0.0,SSHS
XFTKGZ,M,2.3,1.0,NKHS
ZHYQZN,M,0.0,0.0,SWHS
YHKJYY,M,2.0,1.0,MWHS
SCRKPC,F,2.5,0.0,MWHS
DKSQFZ,M,1.3,0.0,HJHS
JRORLV,F,4.7,1.0,SSHS
VQWZQC,M,6.3,0.0,HJHS
IMZITY,F,0.2,0.0,PYHS
FILNND,M,4.2,0.0,PYHS
HRZLVF,F,2.8,0.0,MWHS
ZVLRSV,F,2.1,0.0,SWHS
BGIZTT,M,0.0,0.5,SWHS
UDXBRX,M,1.4,2.5,NKHS
EHSMSW,M,1.8,0.0,PYHS
JNMHBG,F,0.3,0.0,NKHS
NDYZLQ,M,1.8,0.5,SWHS
PGIXDS,M,0.2,0.0,SSHS
DDOUCV,F,1.1,0.0,MWHS
LEHXHT,F,1.7,0.5,SSHS
BBDLEV,M,0.0,0.5,HJHS
PIRUEC,M,2.5,0.0,NKHS
OJYUBJ,M,0.0,2.0,SSHS
JJJXJF,F,0.4,0.0,SSHS
WVKHOL,F,1.1,0.0,MWHS
MNGDJP,M,0.0,0.0,MWHS
USCBPF,M,1.7,0.0,SSHS
SUZPRL,M,2.5,0.0,PYHS
NFLYZD,F,0.0,1.0,HJHS
QYUNRE,M,4.9,0.0,SSHS
OBBTFJ,F,2.9,1.5,MWHS
GCMXVK,F,6.6,0.0,SSHS
QUBVVR,M,2.1,0.0,MWHS
XXNXFH,M,2.7,1.0,PYHS
GMVAHV,F,3.1,0.0,SSHS
UMFOLM,F,3.4,0.0,SWHS
WEWQSD,F,3.3,0.0,MWHS
HHFWTD,F,2.9,0.5,HJHS
IXTESE,F,2.0,0.0,SWHS
TTKDPQ,F,0.7,0.5,PYHS
UNMQNX,M,7.8,0.0,MWHS
FAHHMQ,M,3.5,0.0,SWHS
YSDIWP,F,3.1,0.0,SSHS
UQFBGF,M,2.4,1.5,SSHS
QKSGBN,M,0.0,0.5,MWHS
IOHMZS,F,2.4,0.0,SSHS
CFRCFZ,M,2.9,0.5,SSHS
VMZAFA,M,0.8,0.0,NKHS
DSRDLT,M,2.9,0.5,SSHS
ECTEPO,F,2.6,1.5,SWHS
YDGPSG,F,2.6,1.5,SSHS
HZDOOG,F,2.8,0.0,MWHS
IGFPRU,F,4.0,0.0,HJHS
SRBSJT,M,2.3,0.0,NKHS
UOAXGW,M,0.4,1.0,HJHS
HEXRWB,M,3.8,1.0,SSHS
AMQGOM,M,4.5,2.5,NKHS
ADXEMT,M,2.3,0.0,NKHS
GFTWOU,M,4.2,0.5,NKHS
WIYBTS,M,5.2,0.5,NKHS
IWWGPF,F,5.2,0.0,SSHS
FOKZBH,F,2.0,0.0,SWHS
SPLGUT,F,7.0,0.0,HJHS
GCAEKW,M,0.8,0.5,SSHS
AUKFTH,F,0.2,0.0,PYHS
DEVSXJ,F,2.8,0.0,SWHS
SZHMPC,F,0.0,0.5,SWHS
DEXOVK,M,1.3,1.5,SWHS
ZGBSWE,M,2.3,0.0,SWHS
TIYAOD,M,2.5,0.0,HJHS
XPXNCA,F,5.3,0.0,NKHS
WQNYZU,M,4.9,1.0,PYHS
ROSGZX,F,2.1,0.0,MWHS
XITKIS,F,2.2,1.0,PYHS
HZHLUQ,F,0.9,0.5,SSHS
ZHSDMI,M,3.6,0.0,SWHS
XWEOJZ,M,0.6,0.0,MWHS
UFVJKD,M,2.5,0.0,PYHS
VAZCBX,M,2.7,0.0,SSHS
QXYJGM,F,1.7,0.0,NKHS
CFXKHI,F,3.7,0.0,MWHS
KWRPBM,F,0.0,0.0,NKHS
VUPSTW,M,4.1,0.0,NKHS
HFOWRD,M,0.5,0.0,HJHS
ESPEAZ,F,0.9,0.5,SSHS
XYLBCG,F,1.8,0.0,HJHS
FGTDLJ,F,0.0,0.0,PYHS
LFEMZE,M,0.0,1.5,MWHS
POXKCV,M,1.6,0.0,SSHS
MNAQJT,F,4.9,1.0,HJHS
HRGPUS,F,4.0,0.5,SSHS
DBBZTA,F,3.7,0.0,MWHS
OEORQZ,M,0.4,1.5,SWHS
DPCKJM,M,0.0,0.5,HJHS
DJAAEV,F,2.1,0.0,PYHS
BISDRH,F,0.0,0.0,HJHS
OXLZGS,M,2.1,0.0,SWHS
LFOCFY,M,0.0,0.5,SSHS
ZRJAUP,M,2.9,0.5,SWHS
LEUOXR,F,0.0,1.0,HJHS
GFAQPZ,F,3.6,0.0,SSHS
LTJWYD,F,0.0,0.0,SWHS
LWVGPL,F,2.6,1.5,SWHS
ALRSQX,F,5.0,2.5,SSHS
JHGXUG,M,7.2,0.0,SSHS
OMRTUK,F,0.3,0.0,NKHS
ZFQAFQ,F,0.5,0.0,PYHS
ZZMCWR,F,1.9,0.0,SWHS
PWRAMX,M,3.4,0.0,NKHS
AZBYHG,F,1.7,0.0,SWHS
MZZHPQ,F,5.8,0.0,PYHS
AFJEZO,F,0.0,0.0,NKHS
GNKOYC,F,1.9,0.0,SWHS
YVWQZI,F,2.3,0.0,HJHS
FQWWZH,F,0.0,0.0,SWHS
IQDKOE,M,0.9,0.5,SSHS
DTKSYP,F,2.2,0.0,HJHS
KCPJVB,F,1.7,0.0,SSHS
KQQMSJ,M,0.2,1.5,SSHS
WJQILG,M,0.8,0.0,PYHS
OWLZWA,M,1.7,0.0,PYHS
FPIATW,F,2.5,0.0,NKHS
RSPHEC,M,0.0,0.0,PYHS
YNSXAH,F,2.0,0.0,MWHS
SKWELS,F,2.4,0.0,SWHS
UUVULS,M,3.0,1.0,PYHS
BCCHFB,F,0.3,0.0,MWHS
EDITDL,M,1.4,0.5,HJHS
FGHBLY,M,3.7,0.0,SWHS
CKLMQN,F,3.5,0.0,PYHS
DJBVGT,M,1.7,0.0,PYHS
RDKWVG,F,0.3,0.0,PYHS
XKPULX,F,2.2,0.0,SWHS
YQWXQU,M,2.6,0.5,HJHS
BLQEHJ,F,0.9,0.0,HJHS
UGBYZC,F,1.8,0.0,SSHS
IUEZUO,F,0.2,0.0,MWHS
HIWCWN,F,0.0,0.0,HJHS
SHFWKW,F,3.9,0.5,HJHS
AITZCV,M,-0.0,0.0,NKHS
WJDXGA,F,0.2,1.0,NKHS
NOWMEG,F,0.6,0.5,PYHS
BVPUMT,F,0.0,0.0,SWHS
SGBNEQ,F,0.0,0.0,SWHS
LWCMXZ,F,4.4,1.5,MWHS
FAZGQO,M,2.3,0.5,SWHS
LBTFRQ,M,2.5,1.0,SWHS
MAWBFB,F,2.2,0.0,HJHS
WIDPLZ,M,3.4,2.0,SSHS
UTAIGQ,M,2.0,0.0,HJHS
GCMYPN,M,2.6,0.0,SWHS
WZVAKW,F,3.0,0.0,SWHS
NUTHCT,F,0.4,0.0,MWHS
CXGOUI,M,2.0,0.0,NKHS
SMWIEG,F,2.6,0.0,MWHS
VPGREV,F,0.0,0.0,SSHS
ADAFHQ,F,0.9,0.0,NKHS
FNKRXD,M,4.3,0.0,SWHS
SDAQVN,F,3.4,0.0,NKHS
AIKCLJ,F,1.6,0.0,MWHS
RNQGWT,M,0.0,0.0,PYHS
PKUGNR,M,2.6,0.0,SSHS
WIWTZJ,M,3.4,0.0,SSHS
RBJCUJ,F,2.4,0.0,HJHS
MWCVNI,F,3.3,0.0,PYHS
DIVVMK,F,0.6,0.5,SSHS
WAWABN,F,0.9,0.0,SSHS
YADFFX,F,0.0,0.0,NKHS
OFKUQZ,F,1.0,0.0,SWHS
JWELXS,M,1.4,0.0,SSHS
WXVYRL,M,2.5,0.0,SSHS
OJHXBU,M,1.3,0.5,NKHS
SDQRSR,M,2.4,1.5,PYHS
HEMCRL,F,0.0,0.0,MWHS
QKHIAC,F,5.0,0.0,PYHS
IIHUWW,M,2.0,0.0,MWHS
CPXTDM,M,0.0,0.0,PYHS
UBTJSH,M,3.3,0.0,PYHS
KMOYPR,F,2.2,0.0,PYHS
GJHYZU,F,0.5,0.0,NKHS
UQJQJJ,F,0.0,0.5,NKHS
HXZXLY,F,0.0,0.0,HJHS
SBALSQ,M,2.1,0.0,HJHS
OBRIRC,M,3.1,0.0,SWHS
SRVKKF,M,3.5,0.0,NKHS
QKVHNJ,F,3.1,0.5,HJHS
HEMDTB,M,0.6,0.0,MWHS
VKUNSN,M,4.9,0.0,HJHS
KFKPPR,F,3.3,0.0,NKHS
CJHASU,M,2.2,1.5,SWHS
PYMMXB,M,0.0,0.0,NKHS
ERNIDV,F,1.3,0.5,MWHS
WZLWSG,M,2.2,0.5,PYHS
XEZODD,M,6.9,0.0,SSHS
BFJYHH,F,0.0,0.0,MWHS
EXVALJ,F,0.4,0.0,SWHS
VAEXXM,F,0.2,0.0,SWHS
DPLLIV,F,1.8,0.0,MWHS
FIWTFO,F,0.0,0.0,NKHS
MSLDEH,M,0.6,0.5,HJHS
SNPNXE,F,0.9,0.0,SWHS
UCTRXD,M,4.1,0.0,PYHS
XQAFTT,F,5.7,0.0,SWHS
DGOJQJ,M,0.7,0.5,NKHS
NJMAVS,M,3.5,0.0,MWHS
ERJTRQ,M,1.5,0.5,MWHS
IOQUCH,F,6.5,0.5,HJHS
XKXTED,M,4.0,0.0,PYHS
VTATME,M,2.5,0.0,SSHS
NIVEKO,M,3.7,0.0,PYHS
SXGRLB,M,0.6,2.0,NKHS
HSAWZB,M,2.6,0.0,MWHS
EJHNWE,F,3.8,0.0,HJHS
ZAQTBH,F,0.2,0.0,MWHS
AOARKM,F,4.8,0.0,PYHS
MJVOQY,M,0.3,1.5,MWHS
SXONDV,M,1.3,2.5,SWHS
JOQKFF,F,2.1,0.0,PYHS
GASWVU,F,2.2,0.0,SWHS
DVDZLW,M,1.9,0.0,NKHS
EHENVR,M,2.3,1.0,NKHS
HPNLET,M,3.3,0.0,SWHS
WPYZKC,M,4.1,0.0,PYHS
PWDYLT,M,4.1,1.0,PYHS
RKICVY,F,0.8,0.0,SSHS
RZSPUI,F,0.0,0.0,NKHS
JLXNFE,M,1.3,0.0,SSHS
PGUVWW,F,3.8,0.0,HJHS
KHSBTK,F,1.4,0.0,MWHS
HBPWOD,F,2.4,0.5,SSHS
IPQBHL,M,3.6,0.0,NKHS
ESPCZT,F,4.6,0.0,MWHS
SAQXPB,M,2.1,0.0,NKHS
YBNWJJ,M,3.9,0.5,SWHS
BTEOXA,F,3.3,0.0,MWHS
HRALIY,M,3.7,0.0,SSHS
